,CODIGO JDE,NOMBRE,UNIDAD,CANTIDAD,NODO,ZONA,MUNICIPIO,PROG
28152,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,16.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28153,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,18.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28154,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,31.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28155,200076,POSTE METALICO 8*510,UND,18.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28156,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,31.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28157,211319,PERCHAS 1 PUESTO,UND,38.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28158,211401,GUARDACABOS 1/2,UND,31.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28159,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,124.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28160,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,18.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28162,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,21.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28163,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,22.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28164,212853,CONECTOR DBH-8,UND,47.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28165,212846,CONECTOR DBH-4,UND,9.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28166,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,34.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28167,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,4.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28168,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,31.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28169,200151,"AISLADOR YOYO 3""",UND,38.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28170,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,12.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28171,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,84.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28172,200417,CABLE CU DD No. 4,M,54.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28173,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,354.5,W36430,SUROCCIDENTE,SAN JOSE,2021
28174,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1793.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28175,200369,CABLE CU THW No. 1/0,M,6.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28176,200316,ALAMBRE CU 8AWG NEGRO,M,374.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28177,214271,HEBILLA PLASTICA 15 CM,UND,12.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28178,213302,"ARANDELA PRESION GALV 1/2""",UND,18.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28179,213305,"ARANDELA REDONDA GALV 1/2""",UND,36.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28180,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,18.0,W36430,SUROCCIDENTE,SAN JOSE,2021
28181,219406,SELLO PLÁSTICO PARA CONTADORES,UN,34.0,M40512,CENTRO,MANIZALES,2021
28182,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,34.0,M40512,CENTRO,MANIZALES,2021
28183,211377,"GRAPA BAND IT 5/8""",UND,29.0,M40512,CENTRO,MANIZALES,2021
28184,211371,"CINTA BAND IT 5/8""",M,16.5,M40512,CENTRO,MANIZALES,2021
28185,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,4.0,M40512,CENTRO,MANIZALES,2021
28186,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,34.0,M40512,CENTRO,MANIZALES,2021
28187,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,3.0,M40512,CENTRO,MANIZALES,2021
28188,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,2.0,M40512,CENTRO,MANIZALES,2021
28189,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,2.0,M40512,CENTRO,MANIZALES,2021
28190,200002,POSTE CENTRIFUGADO 8 M,UND,1.0,M40512,CENTRO,MANIZALES,2021
28191,211319,PERCHAS 1 PUESTO,UND,21.0,M40512,CENTRO,MANIZALES,2021
28192,211401,GUARDACABOS 1/2,UND,2.0,M40512,CENTRO,MANIZALES,2021
28193,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,8.0,M40512,CENTRO,MANIZALES,2021
28194,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,3.0,M40512,CENTRO,MANIZALES,2021
28195,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,8.0,M40512,CENTRO,MANIZALES,2021
28196,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,22.0,M40512,CENTRO,MANIZALES,2021
28197,212853,CONECTOR DBH-8,UND,17.0,M40512,CENTRO,MANIZALES,2021
28198,212846,CONECTOR DBH-4,UND,8.0,M40512,CENTRO,MANIZALES,2021
28199,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,M40512,CENTRO,MANIZALES,2021
28200,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,2.0,M40512,CENTRO,MANIZALES,2021
28201,200151,"AISLADOR YOYO 3""",UND,21.0,M40512,CENTRO,MANIZALES,2021
28202,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,35.0,M40512,CENTRO,MANIZALES,2021
28203,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,337.0,M40512,CENTRO,MANIZALES,2021
28204,200384,CABLE CU. FUERZA 2X4+6 AWG,ML,10.0,M40512,CENTRO,MANIZALES,2021
28205,200417,CABLE CU DD No. 4,M,3.0,M40512,CENTRO,MANIZALES,2021
28206,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,49.0,M40512,CENTRO,MANIZALES,2021
28207,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,220.0,M40512,CENTRO,MANIZALES,2021
28208,214271,HEBILLA PLASTICA 15 CM,UND,42.0,M40512,CENTRO,MANIZALES,2021
28209,219144,HEBILLA PLASTICA 25 CM,UND,186.0,M40512,CENTRO,MANIZALES,2021
28210,2507,CHAZO O RAMPLUG,UND,136.0,M40512,CENTRO,MANIZALES,2021
28211,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28212,211278,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X4.0M GALV. EN CALIENTE",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28213,211276,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X3.0M GALV. EN CALIENTE",UND,6.0,O34248,SUROCCIDENTE,APIA,2021
28214,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28215,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,5.0,O34248,SUROCCIDENTE,APIA,2021
28216,200081,POSTE METALICO 12*750,UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28217,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,5.0,O34248,SUROCCIDENTE,APIA,2021
28218,211294,PIEAMIGOS ANGULO A-48,UND,6.0,O34248,SUROCCIDENTE,APIA,2021
28219,211401,GUARDACABOS 1/2,UND,5.0,O34248,SUROCCIDENTE,APIA,2021
28220,213340,GRAPA RETENCION No. 2,UND,32.0,O34248,SUROCCIDENTE,APIA,2021
28221,213346,"GRAPA PRENSA 3 TORNILLOS 3/8""",UND,20.0,O34248,SUROCCIDENTE,APIA,2021
28222,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28223,212853,CONECTOR DBH-8,UND,6.0,O34248,SUROCCIDENTE,APIA,2021
28224,211331,"COLLARIN DOBLE 5-6""",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28225,211354,"TUERCA DE OJO 5/8""",UND,32.0,O34248,SUROCCIDENTE,APIA,2021
28226,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,5.0,O34248,SUROCCIDENTE,APIA,2021
28227,200138,AISLADOR DE SUSPENSIÓN POLIMERICO CLEVIS 15 KV ANSI DS-15,UND,24.0,O34248,SUROCCIDENTE,APIA,2021
28228,200472,CABLE ACSR No. 2,M,1188.0,O34248,SUROCCIDENTE,APIA,2021
28229,200417,CABLE CU DD No. 4,M,2.0,O34248,SUROCCIDENTE,APIA,2021
28230,200529,"CABLE ACERO GALVANIZADO 3/8"" ST",ML,90.0,O34248,SUROCCIDENTE,APIA,2021
28231,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,10.0,O34248,SUROCCIDENTE,APIA,2021
28232,213303,"ARANDELA PRESION GALV 5/8""",UND,48.0,O34248,SUROCCIDENTE,APIA,2021
28233,213302,"ARANDELA PRESION GALV 1/2""",UND,22.0,O34248,SUROCCIDENTE,APIA,2021
28234,213306,"ARANDELA REDONDA GALV 5/8""",UND,80.0,O34248,SUROCCIDENTE,APIA,2021
28235,213305,"ARANDELA REDONDA GALV 1/2""",UND,44.0,O34248,SUROCCIDENTE,APIA,2021
28236,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,16.0,O34248,SUROCCIDENTE,APIA,2021
28237,211447,"TORNILLO MAQ GALV 5/8"" X 10""",UND,4.0,O34248,SUROCCIDENTE,APIA,2021
28238,211445,"TORNILLO MAQ GALV 5/8"" X 8""",UND,4.0,O34248,SUROCCIDENTE,APIA,2021
28239,211425,"TORNILLO MAQ GALV 1/2"" X 8""",UND,4.0,O34248,SUROCCIDENTE,APIA,2021
28240,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,18.0,O34248,SUROCCIDENTE,APIA,2021
28241,219406,SELLO PLÁSTICO PARA CONTADORES,UN,45.0,O34248,SUROCCIDENTE,APIA,2021
28242,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,45.0,O34248,SUROCCIDENTE,APIA,2021
28243,211377,"GRAPA BAND IT 5/8""",UND,346.0,O34248,SUROCCIDENTE,APIA,2021
28244,211371,"CINTA BAND IT 5/8""",M,268.2,O34248,SUROCCIDENTE,APIA,2021
28245,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.9,O34248,SUROCCIDENTE,APIA,2021
28246,4857,SOPORTE PARA CAJA METALICA,UND,90.0,O34248,SUROCCIDENTE,APIA,2021
28247,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,45.0,O34248,SUROCCIDENTE,APIA,2021
28249,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,16.0,O34248,SUROCCIDENTE,APIA,2021
28250,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,57.0,O34248,SUROCCIDENTE,APIA,2021
28251,4524,"UES DE 5/8"" X 20 CM",UND,1.0,O34248,SUROCCIDENTE,APIA,2021
28252,200076,POSTE METALICO 8*510,UND,36.0,O34248,SUROCCIDENTE,APIA,2021
28253,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,57.0,O34248,SUROCCIDENTE,APIA,2021
28254,211294,PIEAMIGOS ANGULO A-48,UND,1.0,O34248,SUROCCIDENTE,APIA,2021
28255,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,O34248,SUROCCIDENTE,APIA,2021
28256,211319,PERCHAS 1 PUESTO,UND,74.0,O34248,SUROCCIDENTE,APIA,2021
28257,211401,GUARDACABOS 1/2,UND,57.0,O34248,SUROCCIDENTE,APIA,2021
28258,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,228.0,O34248,SUROCCIDENTE,APIA,2021
28259,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,16.0,O34248,SUROCCIDENTE,APIA,2021
28261,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,60.0,O34248,SUROCCIDENTE,APIA,2021
28262,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,100.0,O34248,SUROCCIDENTE,APIA,2021
28263,212853,CONECTOR DBH-8,UND,137.0,O34248,SUROCCIDENTE,APIA,2021
28264,212846,CONECTOR DBH-4,UND,34.0,O34248,SUROCCIDENTE,APIA,2021
28265,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28266,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,O34248,SUROCCIDENTE,APIA,2021
28267,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,92.0,O34248,SUROCCIDENTE,APIA,2021
28268,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,32.0,O34248,SUROCCIDENTE,APIA,2021
28270,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,57.0,O34248,SUROCCIDENTE,APIA,2021
28271,200151,"AISLADOR YOYO 3""",UND,74.0,O34248,SUROCCIDENTE,APIA,2021
28272,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,30.0,O34248,SUROCCIDENTE,APIA,2021
28273,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,240.0,O34248,SUROCCIDENTE,APIA,2021
28274,200417,CABLE CU DD No. 4,M,21.0,O34248,SUROCCIDENTE,APIA,2021
28275,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,657.5,O34248,SUROCCIDENTE,APIA,2021
28276,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,1070.0,O34248,SUROCCIDENTE,APIA,2021
28277,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,363.0,O34248,SUROCCIDENTE,APIA,2021
28278,200497,CABLE DUPLEX AL No. 2 X 2,M,482.0,O34248,SUROCCIDENTE,APIA,2021
28279,200369,CABLE CU THW No. 1/0,M,6.0,O34248,SUROCCIDENTE,APIA,2021
28280,200316,ALAMBRE CU 8AWG NEGRO,M,1045.0,O34248,SUROCCIDENTE,APIA,2021
28281,214271,HEBILLA PLASTICA 15 CM,UND,150.0,O34248,SUROCCIDENTE,APIA,2021
28282,210530,"TUBO CONDUIT METAL 1/2"" X 3M",UND,1.0,O34248,SUROCCIDENTE,APIA,2021
28283,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28284,213302,"ARANDELA PRESION GALV 1/2""",UND,35.0,O34248,SUROCCIDENTE,APIA,2021
28285,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,O34248,SUROCCIDENTE,APIA,2021
28286,213305,"ARANDELA REDONDA GALV 1/2""",UND,70.0,O34248,SUROCCIDENTE,APIA,2021
28287,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,32.0,O34248,SUROCCIDENTE,APIA,2021
28288,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,9.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28289,200176,TRANSF 1F 5 KVA 7.62 KV,UND,1.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28290,219406,SELLO PLÁSTICO PARA CONTADORES,UN,3.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28291,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,3.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28292,211377,"GRAPA BAND IT 5/8""",UND,27.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28293,211371,"CINTA BAND IT 5/8""",M,19.5,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28294,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.06,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28295,4857,SOPORTE PARA CAJA METALICA,UND,6.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28296,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,3.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28298,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,9.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28299,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,8.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28300,200076,POSTE METALICO 8*510,UND,5.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28301,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,8.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28302,211294,PIEAMIGOS ANGULO A-48,UND,1.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28303,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,2.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28304,211319,PERCHAS 1 PUESTO,UND,9.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28305,211401,GUARDACABOS 1/2,UND,8.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28306,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,32.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28307,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,9.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28309,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,9.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28310,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,3.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28311,212853,CONECTOR DBH-8,UND,19.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28312,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28314,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,8.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28315,200151,"AISLADOR YOYO 3""",UND,9.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28316,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,18.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28317,200417,CABLE CU DD No. 4,M,38.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28318,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,97.5,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28319,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,482.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28320,200369,CABLE CU THW No. 1/0,M,6.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28321,200316,ALAMBRE CU 8AWG NEGRO,M,66.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28322,213303,"ARANDELA PRESION GALV 5/8""",UND,6.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28323,213302,"ARANDELA PRESION GALV 1/2""",UND,18.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28324,213306,"ARANDELA REDONDA GALV 5/8""",UND,12.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28325,213305,"ARANDELA REDONDA GALV 1/2""",UND,36.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28326,211441,"TORNILLO MAQ GALV 5/8"" X 4""",UND,4.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28327,211439,"TORNILLO MAQ GALV 5/8"" X 2""",UND,2.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28328,211421,"TORNILLO MAQ GALV 1/2"" X 4""",UND,4.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28329,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,14.0,O12249,SUROCCIDENTE,LA VIRGINIA,2021
28330,219406,SELLO PLÁSTICO PARA CONTADORES,UN,8.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28331,211502,TORNILLO SEGURIDAD CAJA HERMÉTICA,UN,8.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28332,211377,"GRAPA BAND IT 5/8""",UND,72.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28333,211371,"CINTA BAND IT 5/8""",M,54.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28334,219359,CINTA AISLANTE TEMFLEX 1500,UND,0.16,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28335,4857,SOPORTE PARA CAJA METALICA,UND,16.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28336,211827,CAJA HERMETICA 1F O 2F SENCILLA,UND,8.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28337,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28338,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,6.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28339,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28340,4525,"UES DE 5/8"" X 18 CM",UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28341,200076,POSTE METALICO 8*510,UND,7.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28342,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28343,211319,PERCHAS 1 PUESTO,UND,24.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28344,211401,GUARDACABOS 1/2,UND,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28345,217322,"GRAPA PRENSA 3 TORNILLOS 1/4""",UND,72.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28346,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,6.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28348,212940,CONECTOR PERFORAC.DE AISL 4 A 4/0,UND,11.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28349,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,11.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28350,212853,CONECTOR DBH-8,UND,22.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28351,211323,"COLLARIN SENCILLO 5-6""",UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28352,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,4.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28353,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28354,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28355,200151,"AISLADOR YOYO 3""",UND,24.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28356,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,12.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28357,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,36.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28358,200417,CABLE CU DD No. 4,M,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28359,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,202.5,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28360,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,295.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28361,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,415.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28362,200369,CABLE CU THW No. 1/0,M,6.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28363,200316,ALAMBRE CU 8AWG NEGRO,M,198.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28364,214271,HEBILLA PLASTICA 15 CM,UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28365,213302,"ARANDELA PRESION GALV 1/2""",UND,6.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28366,213305,"ARANDELA REDONDA GALV 1/2""",UND,12.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28367,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,12.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28369,219146,"PLATINA 2"" * 1/4"" * 0.4 M (56)",UND,11.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28370,219671,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X2.5M GALV. EN CALIENTE",UND,2.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28371,211298,"BAYONETA 3""X1/4""X3 M GALV. EN CALIENTE",UND,1.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28373,219674,"CRUCETA PORTACAJA 2""X1/4""X2.3 M GALV. EN CALIENTE",UND,2.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28374,219176,"PLATINA 2"" * 1/4"" * 0.2 M (54)",UND,1.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28375,202255,"BRAZO ANGULAR ""C"" CABCUB 15 KV",UND,1.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28376,213357,GRAPA PREFOR DG-2102 CABCUB 2/0,UND,18.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28377,211308,BRAZO TANGENTE P.CABLE CUBIERTO 15 KV,UND,1.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28378,210933,ESPACIADOR 3F CABLE CUBIERTO 15 KV,UND,31.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28379,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,11.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28380,211351,"VARILLA ANCLAJE 5/8"" X 1.8 M",UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28381,200081,POSTE METALICO 12*750,UND,4.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28382,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28383,211379,"PIN RECTO DE 3/4"" x 7 1/2""",UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28384,211294,PIEAMIGOS ANGULO A-48,UND,11.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28385,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,3.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28386,211401,GUARDACABOS 1/2,UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
28387,213340,GRAPA RETENCION No. 2,UND,10.0,O12246,SUROCCIDENTE,LA VIRGINIA,2021
