,CODIGO JDE,NOMBRE,UNIDAD,CANTIDAD,NODO,ZONA,MUNICIPIO,PROG
274,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,1.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
275,211319,PERCHAS 1 PUESTO,UND,24.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
276,211401,GUARDACABOS 1/2,UND,1.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
277,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,2.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
279,212853,CONECTOR DBH-8,UND,4.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
280,212846,CONECTOR DBH-4,UND,4.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
281,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,16.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
282,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,1.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
283,200151,"AISLADOR YOYO 3""",UND,24.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
284,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,29.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
285,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,336.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
286,200369,CABLE CU THW No. 1/0,M,6.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
287,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,6.0,O13050,SUROCCIDENTE,LA VIRGINIA,2019
288,211377,"GRAPA BAND IT 5/8""",UND,30.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
289,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,1.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
290,211371,"CINTA BAND IT 5/8""",M,18.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
291,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,6.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
292,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,3.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
293,211319,PERCHAS 1 PUESTO,UND,18.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
294,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,3.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
295,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,26.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
298,212853,CONECTOR DBH-8,UND,15.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
299,212846,CONECTOR DBH-4,UND,8.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
300,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,8.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
301,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,3.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
302,200151,"AISLADOR YOYO 3""",UND,18.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
303,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,489.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
304,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,15.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
305,200472,CABLE ACSR No. 2,M,2.4499999999999997,O13078,SUROCCIDENTE,LA VIRGINIA,2019
307,200417,CABLE CU DD No. 4,M,1.4000000000000001,O13078,SUROCCIDENTE,LA VIRGINIA,2019
308,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,90.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
309,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,180.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
310,200369,CABLE CU THW No. 1/0,M,6.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
311,214271,HEBILLA PLASTICA 15 CM,UND,42.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
312,219144,HEBILLA PLASTICA 25 CM,UND,252.0,O13078,SUROCCIDENTE,LA VIRGINIA,2019
313,211377,"GRAPA BAND IT 5/8""",UND,30.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
314,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,3.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
315,211371,"CINTA BAND IT 5/8""",M,19.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
316,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,8.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
317,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,3.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
318,211319,PERCHAS 1 PUESTO,UND,14.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
319,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,3.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
320,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,16.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
323,212853,CONECTOR DBH-8,UND,10.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
324,212846,CONECTOR DBH-4,UND,11.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
325,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
326,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,2.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
327,200151,"AISLADOR YOYO 3""",UND,14.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
328,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,58.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
329,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,471.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
331,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,70.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
332,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,209.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
333,200369,CABLE CU THW No. 1/0,M,6.0,O13098,SUROCCIDENTE,LA VIRGINIA,2019
334,219144,HEBILLA PLASTICA 25 CM,UND,264.5,O13098,SUROCCIDENTE,LA VIRGINIA,2019
336,211377,"GRAPA BAND IT 5/8""",UND,42.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
337,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,7.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
338,211371,"CINTA BAND IT 5/8""",M,26.5,O13063,SUROCCIDENTE,LA VIRGINIA,2019
339,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,11.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
340,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,1.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
341,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,4.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
342,4525,"UES DE 5/8"" X 18 CM",UND,1.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
343,211319,PERCHAS 1 PUESTO,UND,20.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
344,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,4.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
345,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,22.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
348,212853,CONECTOR DBH-8,UND,16.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
349,212846,CONECTOR DBH-4,UND,14.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
350,211323,"COLLARIN SENCILLO 5-6""",UND,1.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
351,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,12.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
352,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,1.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
353,200151,"AISLADOR YOYO 3""",UND,20.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
354,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,761.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
355,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,77.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
357,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,59.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
358,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,311.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
359,200369,CABLE CU THW No. 1/0,M,6.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
360,219144,HEBILLA PLASTICA 25 CM,UND,419.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
361,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,2.0,O13063,SUROCCIDENTE,LA VIRGINIA,2019
362,211377,"GRAPA BAND IT 5/8""",UND,28.0,D16501,SUR,DOSQUEBRADAS,2019
363,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,11.0,D16501,SUR,DOSQUEBRADAS,2019
364,211371,"CINTA BAND IT 5/8""",M,14.0,D16501,SUR,DOSQUEBRADAS,2019
366,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,10.0,D16501,SUR,DOSQUEBRADAS,2019
367,4524,"UES DE 5/8"" X 20 CM",UND,1.0,D16501,SUR,DOSQUEBRADAS,2019
368,200076,POSTE METALICO 8*510,UND,2.0,D16501,SUR,DOSQUEBRADAS,2019
369,211295,PIEAMIGOS ANGULO A-42,UND,1.0,D16501,SUR,DOSQUEBRADAS,2019
370,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,D16501,SUR,DOSQUEBRADAS,2019
371,211319,PERCHAS 1 PUESTO,UND,28.0,D16501,SUR,DOSQUEBRADAS,2019
372,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,10.0,D16501,SUR,DOSQUEBRADAS,2019
375,212853,CONECTOR DBH-8,UND,27.0,D16501,SUR,DOSQUEBRADAS,2019
376,212846,CONECTOR DBH-4,UND,4.0,D16501,SUR,DOSQUEBRADAS,2019
377,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,D16501,SUR,DOSQUEBRADAS,2019
378,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,D16501,SUR,DOSQUEBRADAS,2019
379,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,18.0,D16501,SUR,DOSQUEBRADAS,2019
381,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,4.0,D16501,SUR,DOSQUEBRADAS,2019
382,200151,"AISLADOR YOYO 3""",UND,28.0,D16501,SUR,DOSQUEBRADAS,2019
383,200503,CABLE CUADRUPLEX 3 x 2 + 2 XLPE,M,255.0,D16501,SUR,DOSQUEBRADAS,2019
384,200412,CABLE CU CONCENTRICO No. 3 X 8 + 8,M,20.0,D16501,SUR,DOSQUEBRADAS,2019
385,200417,CABLE CU DD No. 4,M,38.0,D16501,SUR,DOSQUEBRADAS,2019
386,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,98.0,D16501,SUR,DOSQUEBRADAS,2019
387,200369,CABLE CU THW No. 1/0,M,6.0,D16501,SUR,DOSQUEBRADAS,2019
388,200219,TRANSF 3F 30 KVA 13.2 KV,UND,1.0,D16501,SUR,DOSQUEBRADAS,2019
389,219144,HEBILLA PLASTICA 25 CM,UND,10.0,D16501,SUR,DOSQUEBRADAS,2019
390,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,D16501,SUR,DOSQUEBRADAS,2019
391,213302,"ARANDELA PRESION GALV 1/2""",UND,13.0,D16501,SUR,DOSQUEBRADAS,2019
392,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,D16501,SUR,DOSQUEBRADAS,2019
393,213305,"ARANDELA REDONDA GALV 1/2""",UND,26.0,D16501,SUR,DOSQUEBRADAS,2019
394,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,10.0,D16501,SUR,DOSQUEBRADAS,2019
395,211377,"GRAPA BAND IT 5/8""",UND,56.0,D16412,SUR,DOSQUEBRADAS,2019
396,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,16.0,D16412,SUR,DOSQUEBRADAS,2019
397,211371,"CINTA BAND IT 5/8""",M,33.0,D16412,SUR,DOSQUEBRADAS,2019
398,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,10.0,D16412,SUR,DOSQUEBRADAS,2019
399,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,21.0,D16412,SUR,DOSQUEBRADAS,2019
401,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,14.0,D16412,SUR,DOSQUEBRADAS,2019
402,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,6.0,D16412,SUR,DOSQUEBRADAS,2019
403,4524,"UES DE 5/8"" X 20 CM",UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
404,200076,POSTE METALICO 8*510,UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
405,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,6.0,D16412,SUR,DOSQUEBRADAS,2019
406,211295,PIEAMIGOS ANGULO A-42,UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
407,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
408,211319,PERCHAS 1 PUESTO,UND,36.0,D16412,SUR,DOSQUEBRADAS,2019
409,211401,GUARDACABOS 1/2,UND,6.0,D16412,SUR,DOSQUEBRADAS,2019
410,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,14.0,D16412,SUR,DOSQUEBRADAS,2019
411,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,20.0,D16412,SUR,DOSQUEBRADAS,2019
414,212853,CONECTOR DBH-8,UND,38.0,D16412,SUR,DOSQUEBRADAS,2019
415,212846,CONECTOR DBH-4,UND,16.0,D16412,SUR,DOSQUEBRADAS,2019
416,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
417,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
418,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,24.0,D16412,SUR,DOSQUEBRADAS,2019
420,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,6.0,D16412,SUR,DOSQUEBRADAS,2019
421,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,6.0,D16412,SUR,DOSQUEBRADAS,2019
422,200151,"AISLADOR YOYO 3""",UND,36.0,D16412,SUR,DOSQUEBRADAS,2019
423,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,1568.0,D16412,SUR,DOSQUEBRADAS,2019
424,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,37.0,D16412,SUR,DOSQUEBRADAS,2019
426,200417,CABLE CU DD No. 4,M,50.0,D16412,SUR,DOSQUEBRADAS,2019
427,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,207.0,D16412,SUR,DOSQUEBRADAS,2019
428,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,399.0,D16412,SUR,DOSQUEBRADAS,2019
429,200369,CABLE CU THW No. 1/0,M,6.0,D16412,SUR,DOSQUEBRADAS,2019
430,222548,TRANSF 1F 50 KVA 13.2 KV,UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
431,219144,HEBILLA PLASTICA 25 CM,UND,802.5,D16412,SUR,DOSQUEBRADAS,2019
432,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
433,213302,"ARANDELA PRESION GALV 1/2""",UND,17.0,D16412,SUR,DOSQUEBRADAS,2019
434,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
435,213305,"ARANDELA REDONDA GALV 1/2""",UND,34.0,D16412,SUR,DOSQUEBRADAS,2019
436,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,77.0,D16412,SUR,DOSQUEBRADAS,2019
437,219671,"CRUCETA RED 13.2KV 3-4 HILOS 3""X1/4""X2.5M GALV. EN CALIENTE",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
438,4525,"UES DE 5/8"" X 18 CM",UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
439,200015,POSTE CENTRIFUGADO 12 M *750 KG,UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
440,211381,"PIN RECTO 5/8"" X 7.1/2""",UND,4.0,D16412,SUR,DOSQUEBRADAS,2019
441,211294,PIEAMIGOS ANGULO A-48,UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
442,211323,"COLLARIN SENCILLO 5-6""",UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
443,200145,"AISLADOR PIN 7"" 15 KV",UND,4.0,D16412,SUR,DOSQUEBRADAS,2019
444,213303,"ARANDELA PRESION GALV 5/8""",UND,1.0,D16412,SUR,DOSQUEBRADAS,2019
445,213302,"ARANDELA PRESION GALV 1/2""",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
446,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
447,213305,"ARANDELA REDONDA GALV 1/2""",UND,4.0,D16412,SUR,DOSQUEBRADAS,2019
448,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,2.0,D16412,SUR,DOSQUEBRADAS,2019
449,211377,"GRAPA BAND IT 5/8""",UND,58.0,D16413,SUR,DOSQUEBRADAS,2019
450,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,15.0,D16413,SUR,DOSQUEBRADAS,2019
451,211371,"CINTA BAND IT 5/8""",M,36.0,D16413,SUR,DOSQUEBRADAS,2019
452,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,14.0,D16413,SUR,DOSQUEBRADAS,2019
453,218333,"CRUCETA SECUNDARIA 2""X1/4""X1.0 M GALV. EN CALIENTE",UND,16.0,D16413,SUR,DOSQUEBRADAS,2019
455,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,12.0,D16413,SUR,DOSQUEBRADAS,2019
456,211347,"VARILLA ANCLAJE 1/2"" X 1.5 M",UND,4.0,D16413,SUR,DOSQUEBRADAS,2019
457,4524,"UES DE 5/8"" X 20 CM",UND,1.0,D16413,SUR,DOSQUEBRADAS,2019
458,200076,POSTE METALICO 8*510,UND,2.0,D16413,SUR,DOSQUEBRADAS,2019
459,220163,"RETAL PARA TEMPLETE (ÁNGULO GALVANIZADO 3""· X 1/4"" X 0.5 M)",UND,4.0,D16413,SUR,DOSQUEBRADAS,2019
460,211295,PIEAMIGOS ANGULO A-42,UND,1.0,D16413,SUR,DOSQUEBRADAS,2019
461,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,D16413,SUR,DOSQUEBRADAS,2019
462,211319,PERCHAS 1 PUESTO,UND,30.0,D16413,SUR,DOSQUEBRADAS,2019
463,211401,GUARDACABOS 1/2,UND,4.0,D16413,SUR,DOSQUEBRADAS,2019
464,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,12.0,D16413,SUR,DOSQUEBRADAS,2019
465,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,28.0,D16413,SUR,DOSQUEBRADAS,2019
468,212853,CONECTOR DBH-8,UND,34.0,D16413,SUR,DOSQUEBRADAS,2019
469,212846,CONECTOR DBH-4,UND,19.0,D16413,SUR,DOSQUEBRADAS,2019
470,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,D16413,SUR,DOSQUEBRADAS,2019
471,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,D16413,SUR,DOSQUEBRADAS,2019
472,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,20.0,D16413,SUR,DOSQUEBRADAS,2019
474,200155,"AISLADOR TENSOR PEQUENO 3 1/2""",UND,4.0,D16413,SUR,DOSQUEBRADAS,2019
475,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,2.0,D16413,SUR,DOSQUEBRADAS,2019
476,200151,"AISLADOR YOYO 3""",UND,30.0,D16413,SUR,DOSQUEBRADAS,2019
477,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,1424.0,D16413,SUR,DOSQUEBRADAS,2019
478,200410,CABLE CU CONCENTRICO No. 1 X 8 + 8,M,14.0,D16413,SUR,DOSQUEBRADAS,2019
480,200417,CABLE CU DD No. 4,M,44.0,D16413,SUR,DOSQUEBRADAS,2019
481,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,103.5,D16413,SUR,DOSQUEBRADAS,2019
482,200500,CABLE TRIPLEX AL 1/0 x 2 + 1/0,M,369.0,D16413,SUR,DOSQUEBRADAS,2019
483,200369,CABLE CU THW No. 1/0,M,6.0,D16413,SUR,DOSQUEBRADAS,2019
484,222548,TRANSF 1F 50 KVA 13.2 KV,UND,1.0,D16413,SUR,DOSQUEBRADAS,2019
485,219144,HEBILLA PLASTICA 25 CM,UND,719.0,D16413,SUR,DOSQUEBRADAS,2019
486,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,D16413,SUR,DOSQUEBRADAS,2019
487,213302,"ARANDELA PRESION GALV 1/2""",UND,15.0,D16413,SUR,DOSQUEBRADAS,2019
488,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,D16413,SUR,DOSQUEBRADAS,2019
489,213305,"ARANDELA REDONDA GALV 1/2""",UND,30.0,D16413,SUR,DOSQUEBRADAS,2019
490,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,60.0,D16413,SUR,DOSQUEBRADAS,2019
491,211377,"GRAPA BAND IT 5/8""",UND,28.0,D16490,SUR,DOSQUEBRADAS,2019
492,201062,FOTOCELDA ALUMBRADO PUBLICO,UND,4.0,D16490,SUR,DOSQUEBRADAS,2019
493,211371,"CINTA BAND IT 5/8""",M,14.5,D16490,SUR,DOSQUEBRADAS,2019
494,211620,CAJA PORTABORNERA DE ACOMETIDAS BIFASICA ,UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
496,211357,"VARILLA CONEXION TIERRA 5/8"" X 2.4 M",UND,10.0,D16490,SUR,DOSQUEBRADAS,2019
497,4524,"UES DE 5/8"" X 20 CM",UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
498,200076,POSTE METALICO 8*510,UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
499,211295,PIEAMIGOS ANGULO A-42,UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
500,210881,PARARRAYOS OXIDO DE ZINC DE 12 KV - 10 KA - DESCAR,UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
501,211319,PERCHAS 1 PUESTO,UND,26.0,D16490,SUR,DOSQUEBRADAS,2019
502,209920,CONECT.PTA.TIERRA CU/A 5/8 AMP C.No.4 AWG,UND,10.0,D16490,SUR,DOSQUEBRADAS,2019
503,212944,CONECTOR PERF.AIS.2-3/0 AWG A 2-10 AWG,UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
506,212853,CONECTOR DBH-8,UND,20.0,D16490,SUR,DOSQUEBRADAS,2019
507,212846,CONECTOR DBH-4,UND,5.0,D16490,SUR,DOSQUEBRADAS,2019
508,211326,"COLLARIN SENCILLO 8-9""",UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
509,211324,"COLLARIN SENCILLO 6-7""",UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
510,216194,CAPUCHON PARA CONDUCTOR 2 AWG,UND,16.0,D16490,SUR,DOSQUEBRADAS,2019
512,200156,"AISLADOR TENSOR MEDIANO 4 1/4""",UND,6.0,D16490,SUR,DOSQUEBRADAS,2019
513,200151,"AISLADOR YOYO 3""",UND,26.0,D16490,SUR,DOSQUEBRADAS,2019
514,200411,CABLE CU CONCENTRICO No. 2 X 8 + 8,M,383.0,D16490,SUR,DOSQUEBRADAS,2019
516,200417,CABLE CU DD No. 4,M,38.0,D16490,SUR,DOSQUEBRADAS,2019
517,200527,"CABLE ACERO GALVANIZADO 1/4"" ST",M,138.0,D16490,SUR,DOSQUEBRADAS,2019
518,200499,CABLE TRIPLEX AL 2 x 2 + 2,M,211.0,D16490,SUR,DOSQUEBRADAS,2019
519,200369,CABLE CU THW No. 1/0,M,6.0,D16490,SUR,DOSQUEBRADAS,2019
520,200198,TRANSF 1F 25 KVA 13.2 KV,UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
521,219144,HEBILLA PLASTICA 25 CM,UND,191.5,D16490,SUR,DOSQUEBRADAS,2019
522,213303,"ARANDELA PRESION GALV 5/8""",UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
523,213302,"ARANDELA PRESION GALV 1/2""",UND,13.0,D16490,SUR,DOSQUEBRADAS,2019
524,213306,"ARANDELA REDONDA GALV 5/8""",UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
525,213305,"ARANDELA REDONDA GALV 1/2""",UND,26.0,D16490,SUR,DOSQUEBRADAS,2019
526,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,10.0,D16490,SUR,DOSQUEBRADAS,2019
527,218615,"CRUCETA RED 13.2 KV 3 HILOS 3""X1/4""X2.0 M GALV. EN CALIENTE",UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
528,200016,POSTE CONCRETO 12 M X 1050 KG,UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
529,211294,PIEAMIGOS ANGULO A-48,UND,2.0,D16490,SUR,DOSQUEBRADAS,2019
530,213340,GRAPA RETENCION No. 2,UND,3.0,D16490,SUR,DOSQUEBRADAS,2019
531,211331,"COLLARIN DOBLE 5-6""",UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
532,211354,"TUERCA DE OJO 5/8""",UND,3.0,D16490,SUR,DOSQUEBRADAS,2019
534,213303,"ARANDELA PRESION GALV 5/8""",UND,7.0,D16490,SUR,DOSQUEBRADAS,2019
535,213302,"ARANDELA PRESION GALV 1/2""",UND,4.0,D16490,SUR,DOSQUEBRADAS,2019
536,213306,"ARANDELA REDONDA GALV 5/8""",UND,14.0,D16490,SUR,DOSQUEBRADAS,2019
537,213305,"ARANDELA REDONDA GALV 1/2""",UND,8.0,D16490,SUR,DOSQUEBRADAS,2019
538,211391,"TORNILLO ESPACIADOR 5/8"" X 10""",UND,3.0,D16490,SUR,DOSQUEBRADAS,2019
539,211445,"TORNILLO MAQ GALV 5/8"" X 8""",UND,1.0,D16490,SUR,DOSQUEBRADAS,2019
540,211418,"TORNILLO MAQ GALV 1/2"" X 1.1/2""",UND,4.0,D16490,SUR,DOSQUEBRADAS,2019
